marker,LOD,trait
rs29619692,2.464061742325144,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13476950,3.2866670971361622,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30702264,3.2866670971361622,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13476958,2.3324350016029376,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29666306,3.042651149675534,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs221284962,3.3553655891621204,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3668064,4.622715407143841,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29671779,4.622715407143841,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs48986333,3.673854890270856,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13476970,3.673854890270856,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31052718,3.673854890270856,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31722035,4.043324315108564,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29709895,3.81772242600791,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30990897,3.4818610570962703,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC030022855,2.732049340450742,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs36267153,2.630819196409522,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30745460,2.532323593256715,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6394483,2.713061285640384,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30743109,2.7132500468982093,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46285099,2.7132500468982093,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29598546,2.511685339725506,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29607377,2.669918927326407,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30698864,2.6670796736135225,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3151914,2.6670796736135225,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3151902,3.2837114568054813,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29983817,3.2837114568054813,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3141366,2.3246337888146904,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs50091922,2.395829857238337,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30801829,2.395829857238337,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31523971,2.725910348235146,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51367062,2.8291744812542783,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31525867,2.4412634226895475,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46477289,2.4412634226895475,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51901876,2.4412634226895475,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6274061,2.4412634226895475,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46594852,2.4412634226895475,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31313193,5.028931961918849,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46436000,2.4116223596243125,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31183617,2.4116223596243125,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6324747,4.170783371744899,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6248503,4.170783371744899,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30504535,3.805859212483923,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51693383,3.264368606384004,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31381003,6.257830889215576,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31381084,5.333717419726835,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30303757,5.705743796791613,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31200554,4.792739568564097,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477364,4.307657096731473,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30810568,4.307657096731473,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477369,2.6835588770617025,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31593962,2.6835588770617025,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs36658276,3.124311150156481,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6391253,3.124311150156481,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30801216,2.787434050870292,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31788174,2.3758653923787763,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46920250,3.5946782526351915,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477595,2.7010342704029537,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31949226,3.47480086570679,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32917539,3.0831389286557216,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs47775155,3.312061039012111,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27730370,4.80135953768741,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477630,3.4789472698563264,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27792767,3.907936865081972,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27791935,3.907936865081972,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27774374,3.5694522597164933,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27792227,3.1071540102438147,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31834998,3.1071540102438147,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27773647,3.1071540102438147,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27806404,3.040986157738369,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32786595,3.304307904150677,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27816773,3.828128188202999,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6232550,5.011757273279567,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs246852090,2.8151629176344444,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477678,2.8151629176344444,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28319700,2.5143525975978456,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27816249,2.6502656083532017,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27844694,3.972753320329898,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32659718,3.12393935124697,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27845668,3.087711168255137,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32434935,3.087711168255137,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477695,3.780004005893713,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477699,3.780004005893713,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6398138,3.2223608906613834,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6325255,3.2223608906613834,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27830962,3.4526503730111133,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27793834,2.6037492415757804,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs45963956,2.6037492415757804,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31860994,2.3835580832462697,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46814054,3.364693239664676,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3712541,3.364693239664676,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27829140,3.039679145421771,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27829136,3.039679145421771,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32497085,4.339185559868777,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28322212,4.619259678363393,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28321986,3.384660374822595,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13477746,4.500572361104945,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs27886852,4.500572361104945,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28166983,2.440567060464872,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs28141328,2.440567060464872,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32319287,3.168720640382096,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32964865,2.4364045270985324,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3726736,2.5152664395344035,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51514865,2.5152664395344035,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6316711,2.493586410157811,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33205750,2.493586410157811,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32035551,2.720195912540792,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31232890,3.452534782285529,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29503906,3.452534782285529,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31184306,3.452534782285529,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29628794,3.574357552401428,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3664617,3.574357552401428,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30663086,3.362031670021429,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31019259,3.362031670021429,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3142610,3.2160862194380244,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29680149,4.08550772235712,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33754543,4.08550772235712,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29202009,3.14640563958408,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31709594,3.14640563958408,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29151778,3.945765948993104,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29583344,3.945765948993104,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31878001,4.725249606318633,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478131,4.725249606318633,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31867462,4.725249606318633,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31863510,3.5544380756521434,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6256752,2.511785429300829,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31972855,2.6916088046539195,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs108070148,2.6793547325910554,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33402934,2.852026812731129,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6226706,3.7395939686584376,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32064770,3.697890330392776,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46085786,4.43515234375034,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs45923505,4.093339867097315,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs45682392,4.093339867097315,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs49987150,4.093339867097315,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478255,2.897644500290938,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs48954832,2.897644500290938,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33517544,4.174386969895682,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs52478053,4.361076430801536,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6265085,3.39735915707928,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC050381284,3.3933798185916757,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs108796859,3.207538832112812,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33381525,3.454561450202265,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33381347,2.4051006593605497,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6257272,2.662086599327712,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478336,2.662086599327712,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29566735,2.934778106043704,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33576539,2.9881951491724315,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33644925,2.75570659073696,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29523614,2.75570659073696,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33341991,3.148638494707922,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33743089,3.148638494707922,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs239322408,2.4326837556122505,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33252092,2.46224575828242,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33258225,3.0425746459021314,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33186072,3.1401385843308165,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs50689948,3.457125082551832,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3696754,3.457125082551832,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32356963,2.44058841265303,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3664423,2.44058841265303,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs48218991,2.44058841265303,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs37346509,2.9926641849549167,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs50373720,2.853196269405113,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs51417856,2.645167378001476,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs33285057,3.5158297483926195,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32381987,3.5158297483926195,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs49106962,3.157314230383081,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29561707,2.930374775369691,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32426984,4.279062909023833,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30759941,4.279062909023833,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29978844,2.8694325414680786,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30957887,2.8694325414680786,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30272308,2.6022137087392703,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29912091,2.433614931401692,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30952145,2.433614931401692,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30704977,3.448582113913865,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29966306,3.355017478404375,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30421613,2.3584497676050207,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs244499093,2.533169760874313,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs36583952,2.533169760874313,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478717,2.620644726779137,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478727,3.369558317482177,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3665191,3.369558317482177,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29871187,3.0150268219441205,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs3690632,2.791493170619435,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6319193,2.8302910580961407,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs264745244,3.733880167330609,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29716107,4.050115067829269,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30218251,4.023213817615284,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs29791302,3.3597371588529104,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6315975,2.733714376757164,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30167560,2.447601616532158,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC060609207,2.768969519462406,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30023732,2.935723935719171,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30903529,2.935723935719171,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478832,2.935723935719171,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs48585113,3.98024992033475,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30869746,3.98024992033475,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30494486,3.98024992033475,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30888932,3.0525399018675534,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31504195,3.090094602710703,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31506487,3.090094602710703,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31506637,3.8816771343657672,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs6204829,4.099416402286163,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC061461502,4.112552321995875,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30223567,2.52203136268532,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs37121045,3.2820475471676778,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs13478993,3.2820475471676778,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31575264,5.231818829996245,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30218855,2.590031326591329,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31680348,2.391795285607922,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
UNC060312372,2.543383833999935,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs30950360,3.2684718761774603,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31427805,2.405258666161598,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32197605,2.515737720219598,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs46107226,3.6461706008318138,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32555260,3.6461706008318138,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs31736746,3.6461706008318138,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs32567376,2.8729218961835823,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs24886524,2.8729218961835823,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
rs223788707,2.8067855450899124,hepatic nuclear factor 4 autosomal dominant noninsulindependent diabetes mellitus type I UTHSCGutExL0414
